x,y,cat
18.0,55.67550514,1
756.0,1148.686543,1
180.0,265.6857367,0
563.0,939.0302465,1
256.0,305.9527948,0
118.0,203.2030949,0
97.0,426.4277042,1
68.0,380.4751979,0
632.0,1015.639356,0
954.0,1376.772048,0
560.0,935.1666382,1
700.0,789.6833402,1
293.0,440.8423705,1
187.0,518.9053805,1
664.0,1052.75212,0
99.0,162.3059351,1
542.0,915.1128216,1
943.0,1358.537148,0
768.0,1156.237903,1
195.0,522.1418136,1
238.0,307.1203827,1
542.0,917.2891253,1
663.0,1049.568113,1
910.0,1070.599707,0
865.0,1131.138991,1
330.0,672.9190042,0
490.0,628.6446641,0
192.0,531.0059928,1
-18.0,287.009229,0
746.0,850.0907674,0
30.0,173.6616743,1
790.0,932.4540206,1
275.0,365.1226577,0
394.0,744.8573141,1
237.0,253.8135629,1
-11.0,264.6864512,0
887.0,1294.769434,0
945.0,1103.506252,0
455.0,515.3660209,0
850.0,996.5113432,1
578.0,689.0905802,1
89.0,163.5997418,0
67.0,150.3798309,1
497.0,634.6180319,1
626.0,759.7770978,0
724.0,1130.890642,0
594.0,740.0536046,1
201.0,295.3278246,1
845.0,994.8766737,1
970.0,1388.468029,1
619.0,750.1104562,0
55.0,120.0132663,0
518.0,878.2155169,1
506.0,703.5426623,1
263.0,412.4277624,1
529.0,659.8398307,1
987.0,1424.257796,1
797.0,1203.127662,1
101.0,413.7783471,1
651.0,810.0655672,1
565.0,938.4424414,1
254.0,361.8593079,1
-68.0,-30.03834905,1
370.0,513.2037778,1
158.0,194.4046346,1
-84.0,220.5949279,1
370.0,724.9078627,0
2.0,-10.85639943,1
898.0,1306.925734,1
242.0,584.8121203,0
910.0,1097.514584,1
750.0,927.3553321,1
641.0,1039.306508,1
-91.0,219.050003,0
-56.0,52.07872406,0
864.0,1098.091484,1
566.0,657.5590051,0
256.0,361.7132769,0
909.0,1322.573884,0
187.0,514.1192136,1
817.0,1229.426022,0
474.0,544.0157706,0
616.0,998.9945139,1
430.0,795.73622,0
551.0,905.2575695,1
494.0,857.8944368,0
498.0,610.4132906,0
-9.0,297.1865946,0
180.0,514.0582996,1
333.0,477.0048231,1
409.0,456.2592707,1
798.0,1202.182251,1
505.0,647.4874783,1
470.0,569.625274,1
771.0,1172.875518,0
34.0,344.1109397,1
183.0,244.4306953,1
70.0,178.3358406,1
250.0,351.411552,1
481.0,863.3587772,0
95.0,421.5461782,1
791.0,944.6771952,1
-22.0,55.16966041,1
392.0,404.0920676,1
344.0,440.2470716,1
969.0,1179.578425,0
871.0,1273.825668,0
759.0,918.8190012,1
492.0,830.1801677,1
-88.0,-71.82583645,0
592.0,978.5878688,1
506.0,616.0788378,0
538.0,604.8210814,0
520.0,885.8902222,0
620.0,994.3252547,0
-26.0,16.10937074,0
676.0,1069.47808,0
485.0,853.6946241,1
273.0,386.5008175,0
33.0,353.4583218,0
523.0,886.8056913,0
841.0,1240.906949,0
969.0,1218.870779,0
247.0,587.9077903,0
330.0,407.8080606,1
336.0,375.4849278,0
407.0,771.0985324,0
161.0,484.4647524,0
469.0,596.7714188,0
297.0,646.0331316,0
443.0,816.4591974,0
-97.0,199.0896241,1
722.0,1134.176978,0
502.0,624.5390342,0
921.0,1346.083394,0
492.0,651.8225992,0
105.0,449.3582141,0
679.0,810.074702,0
699.0,788.8341599,1
517.0,635.3369397,0
490.0,843.4071056,1
417.0,768.9677094,1
-50.0,11.73786629,1
744.0,1139.009617,1
856.0,1258.537659,0
792.0,1192.761062,1
-20.0,101.16266,1
73.0,379.3679687,0
253.0,576.6877936,0
-43.0,277.7085019,0
812.0,971.6455373,0
202.0,536.2591176,0
245.0,339.6971365,0
712.0,886.0671353,1
460.0,833.5644512,0
245.0,315.7280161,0
719.0,938.782849,0
882.0,1293.326825,0
558.0,793.0796526,1
653.0,1035.04926,0
628.0,1019.295894,1
24.0,122.7972109,0
692.0,808.9161772,1
6.0,301.6273679,0
554.0,914.2924454,0
40.0,169.9029131,0
830.0,966.8837849,0
-18.0,288.7039164,0
406.0,552.0253959,1
-86.0,209.7197771,0
564.0,942.1574008,1
822.0,954.3343676,0
297.0,645.5336363,0
-7.0,36.67189158,0
700.0,801.9460243,0
881.0,1021.605421,1
430.0,779.7864686,0
899.0,1062.03181,1
680.0,801.5569843,0
34.0,338.6558618,1
815.0,1037.928834,1
855.0,1252.050434,0
442.0,615.549473,0
99.0,428.170591,0
342.0,688.190507,0
148.0,472.6221925,0
557.0,674.5808858,1
191.0,318.0517321,0
123.0,427.937464,0
94.0,411.1593969,1
-97.0,-90.22951117,0
23.0,325.4719222,1
377.0,551.181579,0
953.0,1107.452398,0
253.0,318.7793124,1
531.0,895.3254792,1
475.0,849.4781326,0
653.0,738.2448189,0
26.0,366.2978027,1
-87.0,-53.18153399,1
100.0,169.2471106,1
172.0,239.5433739,0
133.0,467.4123349,0
-87.0,-40.43150075,0
-76.0,41.27224678,1
-83.0,217.4686173,1
387.0,749.1287388,1
477.0,602.7570774,1
-89.0,171.4647548,0
47.0,349.7587972,0
-47.0,30.58521702,0
356.0,484.9324615,1
654.0,794.7346586,1
784.0,911.3828409,0
665.0,767.5372777,1
114.0,173.4393856,0
111.0,444.7716182,0
206.0,544.1627993,1
514.0,885.1854307,0
54.0,91.62128277,1
319.0,651.3483507,1
704.0,898.903078,0
221.0,556.3431682,1
978.0,1403.65806,0
2.0,301.1884978,1
53.0,370.1085261,0
111.0,435.1778838,1
-99.0,11.9010594,0
-56.0,239.8214796,1
554.0,672.1317513,1
177.0,232.6751405,0
592.0,969.6312563,1
188.0,508.591288,0
868.0,1043.806108,1
100.0,117.6434798,0
423.0,776.4856482,1
-82.0,-106.4400611,0
427.0,788.9550947,0
-92.0,200.4511883,0
994.0,1409.641321,1
894.0,1294.965708,1
990.0,1430.010553,0
954.0,1157.677771,1
227.0,559.2473014,0
132.0,457.2299185,1
588.0,694.9902557,0
770.0,996.459189,1
104.0,124.0948024,1
201.0,256.0258937,0
812.0,967.1419652,0
750.0,896.6488693,0
336.0,691.5024511,1
54.0,93.84315385,1
495.0,893.5103947,1
510.0,656.696555,0
246.0,268.5899811,0
191.0,249.7094349,0
473.0,627.1880895,0
246.0,330.7187956,1
537.0,901.7041189,1
232.0,557.3834976,1
-64.0,-22.4829861,0
796.0,1186.507459,0
84.0,90.67703232,0
871.0,1053.795763,1
47.0,364.8230174,0
679.0,771.5909088,1
81.0,392.1920083,0
783.0,1172.168146,1
366.0,480.8844235,0
378.0,739.8620567,0
814.0,1211.228233,0
627.0,716.4607985,1
231.0,303.1078673,1
604.0,995.6217322,0
85.0,417.6588079,1
460.0,534.2269909,0
536.0,921.1881093,0
841.0,1232.538405,0
980.0,1391.81436,1
99.0,203.1265602,1
951.0,1338.874268,1
147.0,475.7912879,0
170.0,490.5269856,0
797.0,1201.773447,1
429.0,583.9162226,1
231.0,578.3093098,1
41.0,347.6360611,0
899.0,1084.517517,0
10.0,14.47965512,1
241.0,289.0027222,0
587.0,773.6175535,0
172.0,292.8016848,1
720.0,873.8556867,0
789.0,1180.160248,1
490.0,651.0308395,0
167.0,312.0272239,1
504.0,875.2623863,1
331.0,513.4336941,1
964.0,1124.942932,1
135.0,471.4710495,0
92.0,188.4411378,1
-52.0,270.5130346,1
110.0,417.3229584,1
789.0,999.9733585,0
385.0,740.2450485,0
659.0,1044.90122,1
885.0,1097.45194,1
699.0,887.2076256,1
754.0,874.6997127,1
138.0,445.8884531,0
729.0,880.2147749,1
826.0,1228.23735,1
195.0,296.6283903,1
17.0,312.6628006,0
194.0,300.6460069,1
-69.0,223.139097,0
783.0,1182.913283,1
625.0,1023.491982,1
408.0,759.3903775,1
189.0,518.0456066,0
775.0,896.4050633,1
990.0,1400.620472,1
248.0,344.4650934,0
287.0,637.7688386,0
987.0,1411.480093,1
-29.0,58.15116453,0
-71.0,219.9763345,0
-26.0,298.2581126,0
640.0,1019.816559,0
652.0,1042.48962,0
516.0,884.7996516,0
401.0,742.9653728,1
552.0,740.0303193,1
834.0,1035.394448,0
463.0,836.4649702,1
668.0,1059.103929,1
21.0,120.1317423,1
759.0,1165.208268,0
417.0,773.1384048,1
318.0,664.7651566,0
674.0,835.5428652,0
-12.0,-32.57805069,0
789.0,965.1356015,1
123.0,133.2053519,0
270.0,603.4762882,1
258.0,583.6125189,0
167.0,267.0718601,0
265.0,341.1488262,1
734.0,927.5816568,1
877.0,1114.289236,0
457.0,823.3205995,1
-88.0,-14.7355566,0
943.0,1072.601391,1
-31.0,-9.818513656,0
627.0,992.4385973,1
962.0,1386.681468,1
885.0,1286.798432,0
27.0,90.77568919,0
324.0,418.5180261,1
158.0,222.1036414,0
208.0,338.7523627,1
96.0,130.2013676,1
871.0,1008.712006,0
370.0,713.9600707,1
958.0,1081.023315,1
295.0,646.7101157,0
363.0,704.2970271,0
620.0,673.6059792,1
497.0,877.5536489,0
817.0,1216.95066,1
141.0,164.6262349,1
646.0,1030.686887,0
318.0,537.4984635,0
54.0,66.3602214,0
537.0,683.5518786,1
-80.0,-70.68703643,1
6.0,76.12943245,1
438.0,559.6041645,1
437.0,789.6457578,0
821.0,1256.255844,1
672.0,795.4270571,0
941.0,1389.640951,1
257.0,346.3556445,0
325.0,436.3297838,1
56.0,139.1678418,0
169.0,261.6782839,1
270.0,616.7455518,1
156.0,181.9427322,0
892.0,1040.442641,1
534.0,622.9465902,1
829.0,1238.641261,0
165.0,261.0299252,1
499.0,875.9215265,1
877.0,1068.274834,0
760.0,1159.916681,0
83.0,404.5874025,1
71.0,389.313501,0
503.0,873.4335922,0
675.0,806.0619195,1
-11.0,36.83775465,1
631.0,1036.814097,1
295.0,629.5497975,1
938.0,1368.282161,0
674.0,857.7629551,0
409.0,506.6665519,0
192.0,283.7359104,0
447.0,827.3368089,1
108.0,210.9845959,1
114.0,278.0547656,1
564.0,933.8140437,1
-30.0,-57.08521674,1
141.0,215.8187278,0
19.0,43.52244772,1
446.0,808.0993748,0
988.0,1136.110371,0
186.0,521.1151323,0
988.0,1408.128952,1
610.0,1006.340456,0
554.0,923.0212763,1
360.0,493.7998628,0
168.0,484.2093808,1
596.0,988.2821789,0
570.0,703.3754736,0
-44.0,93.40536483,1
-51.0,273.8335636,1
710.0,916.0430545,0
728.0,1121.055816,1
291.0,622.2585349,0
607.0,971.803447,1
-66.0,29.21386177,1
784.0,1178.007387,1
946.0,1114.231607,1
661.0,790.8311404,0
493.0,858.6251532,0
703.0,890.4307014,0
125.0,425.7416055,1
467.0,587.2786729,1
508.0,660.4053875,0
797.0,1210.817406,0
57.0,367.1969577,0
224.0,550.3230907,1
69.0,376.7694877,1
605.0,979.6004898,0
588.0,971.7230399,0
217.0,355.5115292,0
716.0,1100.579931,1
-44.0,-62.45792138,1
965.0,1220.231294,1
435.0,791.3922699,0
280.0,612.7667884,1
653.0,1037.344434,0
924.0,1340.507222,0
707.0,791.5519504,0
997.0,1174.010794,1
991.0,1405.917397,1
25.0,44.21001308,0
372.0,726.4536778,0
990.0,1173.474914,1
132.0,228.4506019,0
-38.0,52.91874342,0
653.0,820.5928556,0
311.0,434.4005784,0
116.0,188.9389711,1
578.0,724.2963177,0
926.0,1071.07523,0
126.0,190.5874526,0
211.0,319.4436747,0
587.0,672.1872038,0
834.0,1012.284935,0
312.0,373.3417133,0
718.0,1118.342549,0
314.0,402.9301209,0
750.0,953.0447348,0
634.0,789.4042913,0
425.0,527.6344992,0
586.0,733.7676117,0
509.0,879.7101158,1
8.0,39.84719016,0
250.0,584.3383295,1
137.0,201.808934,0
775.0,1179.052658,1
984.0,1212.71945,0
430.0,593.4026562,0
465.0,541.6481844,1
558.0,941.1176689,1
859.0,1269.280731,1
205.0,236.8529649,1
131.0,435.1451528,0
482.0,587.0759221,0
333.0,675.6327724,0
736.0,909.6739159,1
55.0,91.83646651,0
209.0,552.2109946,1
981.0,1188.19499,0
93.0,82.63447029,0
310.0,642.679938,0
191.0,509.5867541,1
300.0,634.5901396,0
564.0,660.1954476,0
808.0,1209.312254,0
-74.0,-75.68015692,0
741.0,882.208844,1
196.0,253.9348944,0
516.0,916.4082942,0
714.0,827.9350844,1
862.0,1267.425789,0
-42.0,265.8193783,0
125.0,246.3015364,0
537.0,901.6676987,0
742.0,921.8265441,0
-97.0,209.9319892,0
288.0,652.0051614,0
958.0,1097.737633,1
521.0,904.6919179,1
79.0,147.6253205,1
-70.0,235.9259363,0
-59.0,9.441696599,1
200.0,530.6204228,0
307.0,652.9472184,0
616.0,706.4914235,1
404.0,494.0974559,0
188.0,489.7920926,0
453.0,805.9179288,0
866.0,1294.451944,1
530.0,651.6782737,1
764.0,1171.421444,0
719.0,832.9708205,0
508.0,863.5673896,0
185.0,226.8254042,0
873.0,1282.836234,1
663.0,762.7883155,1
409.0,769.7666103,1
688.0,805.9061866,1
73.0,162.7488941,0
78.0,129.5968719,1
913.0,1123.436919,1
102.0,240.2494332,1
376.0,446.2911119,1
358.0,494.4882569,1
847.0,1240.380902,1
599.0,765.6003324,0
239.0,574.55887,0
858.0,1092.555905,0
922.0,1329.306034,0
579.0,634.8352307,0
75.0,392.6229778,0
110.0,234.0242579,1
615.0,780.8774052,1
197.0,529.3725164,1
805.0,1206.413819,0
729.0,1115.846298,0
-66.0,54.03786309,1
11.0,46.78397068,1
-52.0,244.9129834,0
809.0,939.0839771,1
290.0,376.474538,0
764.0,1007.401815,0
136.0,451.0979485,1
792.0,1213.347349,1
477.0,668.8262258,1
251.0,307.1369541,0
176.0,503.8928747,0
540.0,906.8666114,0
-93.0,-41.52451533,0
181.0,263.2956312,0
938.0,1123.701104,0
154.0,167.0877709,1
147.0,464.9916804,1
212.0,308.7460108,0
822.0,977.1361859,0
812.0,1234.953714,0
-59.0,-64.95258462,0
741.0,811.0636085,1
208.0,369.7770699,1
690.0,888.2651015,0
723.0,1111.19117,1
812.0,1223.081668,0
404.0,518.3503584,1
90.0,219.529781,1
853.0,1258.587986,0
924.0,1057.318737,0
669.0,1052.431217,0
604.0,734.3207456,1
204.0,286.327033,0
-7.0,298.7570567,0
336.0,683.6806333,0
115.0,451.821886,0
595.0,992.4615879,1
477.0,808.0886102,1
565.0,732.8103671,0
269.0,609.635015,1
603.0,770.2754531,0
682.0,1061.435064,0
261.0,578.4414271,1
562.0,944.5236648,0
598.0,725.326037,0
84.0,206.3984081,1
443.0,811.4148199,0
53.0,43.3314844,0
730.0,1136.54468,0
863.0,1052.732381,0
443.0,803.1382586,1
927.0,1354.390522,1
125.0,433.9891061,1
869.0,1029.764109,1
269.0,333.4477689,0
795.0,1195.498751,1
608.0,808.9066429,1
886.0,1293.495397,1
-94.0,-36.69943242,0
472.0,847.5777414,0
493.0,641.1115165,0
-16.0,-50.34451898,0
676.0,1072.382454,1
788.0,1185.423153,0
958.0,1394.643785,1
503.0,873.5825285,1
35.0,354.6541199,1
387.0,742.5084081,1
276.0,431.6314901,1
712.0,1096.43274,0
995.0,1162.93489,0
739.0,1136.754484,0
770.0,973.8404697,0
847.0,1024.061879,0
943.0,1366.62476,0
-49.0,272.9419246,0
166.0,485.0463233,0
530.0,888.9200939,0
461.0,584.8594061,1
863.0,1273.465795,0
-15.0,295.5603898,1
958.0,1373.287603,0
678.0,824.6305394,0
703.0,891.1547441,1
671.0,785.227887,0
538.0,713.6287078,1
370.0,463.5695656,0
90.0,167.9380146,0
60.0,162.9868902,1
424.0,562.5439029,0
372.0,453.8736303,1
714.0,935.8565705,1
82.0,400.2718272,0
405.0,592.222376,0
841.0,1238.465631,0
-25.0,53.05110328,0
-94.0,26.38740439,1
27.0,341.4625773,1
301.0,645.6858522,0
643.0,1053.492878,0
482.0,587.2816884,1
29.0,329.8575635,0
111.0,423.0784652,1
194.0,315.3694262,0
232.0,571.2083687,1
-69.0,226.0522635,1
550.0,650.8698344,0
520.0,888.4947627,0
6.0,322.7476427,1
990.0,1400.104164,0
443.0,805.3772685,1
85.0,397.7771161,0
917.0,1047.433545,1
136.0,178.1522226,0
322.0,660.3197166,0
485.0,588.8881807,0
890.0,1301.875369,1
999.0,1403.287657,1
283.0,631.8126762,0
246.0,589.4560913,0
315.0,427.3010026,1
469.0,838.7511541,0
590.0,714.2684061,1
572.0,944.1057325,1
966.0,1156.144845,1
193.0,534.0888617,1
957.0,1147.709276,1
899.0,1302.220553,0
368.0,727.1595449,1
495.0,613.8064648,1
247.0,344.8767682,0
363.0,718.1656358,1
799.0,1180.355275,0
129.0,453.8279427,0
449.0,822.670655,0
75.0,206.448331,1
809.0,901.6926797,0
361.0,714.7989353,0
795.0,1185.533922,1
880.0,1074.950011,1
452.0,534.7540943,0
597.0,748.7008654,0
451.0,812.2966773,0
396.0,567.3953026,1
631.0,1032.304344,1
920.0,1035.792928,0
936.0,1361.399216,0
906.0,1321.955874,1
581.0,966.9733949,0
647.0,1023.885513,1
303.0,640.7905246,1
-67.0,-54.66272544,1
7.0,316.6999275,1
224.0,553.1403849,1
967.0,1068.858685,0
610.0,746.8798367,0
250.0,592.5092531,0
45.0,138.7756918,0
970.0,1111.733655,1
388.0,750.9269795,0
311.0,400.2897073,0
776.0,898.0583209,1
479.0,849.4227735,0
407.0,478.8733529,0
462.0,825.0815458,0
-68.0,235.1238677,0
740.0,1126.895938,1
634.0,1011.246269,1
